pair_id	public_object_id_a	public_object_id_b	task	pair_class	control_type	verification_source	verification_strength	verification_artifact_path	verification_artifact_sha256	eligibility_artifact_path	eligibility_artifact_sha256	verification_locator_sha256	field_aspects_available	language_script	source_identity	source_item_identity	representation_qualifier	archive_native_variant_evidence	reason	prohibited_interpretation
NLP-PAIR-84EBBC22E5B3AECF2EA7	SURF-LOCTRACE2026I1530337C040004	SURF-LOCTRACE2026R00536	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	RIGHTS_PROVENANCE_TEXT_SIMILARITY	frozen canonical sourceNotes exact hash with different governed titles	MECHANICAL_EXACT_HASH_CONTROL	generated/public_surfaces_prefreeze_candidate_v48.json	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	686f4d9abcc1341b1b6bd5340187c327fee1c6e6a8d6dd365203cf00061d6b82	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Repeated notes test rights, provenance, and provider-template leakage.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-857C630674DC6208BA9B	SURF-HISTORICALAICTRACE2026V1R0079	SURF-NBPOSTERTRACE2026V1R0010	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	DATE_ONLY_MATCH	governed Spacetime sourceDisplay equality with different source and title	MECHANICAL_METADATA_CONTROL	frontend/generated/trace-spacetime-v1/record-index.json	0f4720672f1e906301e3966dc3970737e3a1e459b27317b47018a2e6445c3dec	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	808bb0d90010a09345fd7be7bdd879d832377276e2a9263ec3b5c35b56c75f32	NLP_TITLE,NLP_SUBJECT|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	DIFFERENT		DIAGNOSTIC_NEGATIVE_CONTROL	false	Matching recorded date alone must not become semantic affinity.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-85F934A42585B811BFBB	SURF-NBPOSTERTRACE2026V1R0003	SURF-NBPOSTERTRACE2026V2R0077	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	5a03e6076de46a8c81af8d877ec935feda76fdb0a5fa0376fd2e0ce1ceebc920	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-86CDD00B8A6ACDC294EB	SURF-LOCTRACE2026R00577	SURF-LOCTRACE2026R00578	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	6a65f579974ed62a613abdd6561ca05819723a0d6a94e469cf455cd037e86ac3	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-880D46B68A11FAEFF950	SURF-NBPOSTERTRACE2026V1R0108	SURF-NBPOSTERTRACE2026V2R0193	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	43d37a445f5ee0a03341aa3af40d6c6c41a1ca1495ae9382e6f77ac90f0daa0d	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-88FC8CD111F4674EA817	SURF-LOCTRACE2026I5ED9F97105C983	SURF-LOCTRACE2026IA42C279EAC6E72	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	RIGHTS_PROVENANCE_TEXT_SIMILARITY	frozen canonical sourceNotes exact hash with different governed titles	MECHANICAL_EXACT_HASH_CONTROL	generated/public_surfaces_prefreeze_candidate_v48.json	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	9361db80a4e92d98566cc6ccb046b1e0b10e6fc258c4b66ce23e065a36cafce8	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Repeated notes test rights, provenance, and provider-template leakage.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-898DC727B6A2200B328E	SURF-LOCTRACE2026IC58ECDA09D7116	SURF-LOCTRACE2026IF8FA6A77399E84	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	67c0fc3c1b7609e6aefe985bdc224ca1fef3ebb980ecba0d0ab641caef8f8df9	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-89E3F2F007A845EE743E	SURF-LOCTRACE2026R01335	SURF-LOCTRACE2026R01336	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	91da80a41122addd997e3a32c98b6544479f2274b5ead03b6c110eac1a11e10f	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-8AB2288C24ECB394E16E	SURF-LOCTRACE2026I5BF7C115ED313E	SURF-LOCTRACE2026ID34A08EFADBE23	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	RIGHTS_PROVENANCE_TEXT_SIMILARITY	frozen canonical sourceNotes exact hash with different governed titles	MECHANICAL_EXACT_HASH_CONTROL	generated/public_surfaces_prefreeze_candidate_v48.json	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	8a2e22d774c860c9e2b47046430c050def991fe416ba01a4f56a299b6161c3d6	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Repeated notes test rights, provenance, and provider-template leakage.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-8B9FE308ECC40B95A3F6	SURF-HISTORICALAICTRACE2026V1R0052	SURF-LOCTRACE2026I6B567175F094EB	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	DATE_ONLY_MATCH	governed Spacetime sourceDisplay equality with different source and title	MECHANICAL_METADATA_CONTROL	frontend/generated/trace-spacetime-v1/record-index.json	0f4720672f1e906301e3966dc3970737e3a1e459b27317b47018a2e6445c3dec	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	d4fc6f2c8ad5c0588c27f85a1487ba45aaf5792cac3b49622a6dd651fdae682d	NLP_TITLE,NLP_SUBJECT|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	DIFFERENT		DIAGNOSTIC_NEGATIVE_CONTROL	false	Matching recorded date alone must not become semantic affinity.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-8E20BFC7BB949148E6B6	SURF-LOCTRACE2026ID284BCC1058B13	SURF-LOCTRACE2026IF5200D27E654C5	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	RIGHTS_PROVENANCE_TEXT_SIMILARITY	frozen canonical sourceNotes exact hash with different governed titles	MECHANICAL_EXACT_HASH_CONTROL	generated/public_surfaces_prefreeze_candidate_v48.json	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	a46120f3681a7ac8911260e61cc4045e7039b77dbfc916a095a685196ee987c5	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Repeated notes test rights, provenance, and provider-template leakage.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-8E2A52AEF73A4CF1A6E9	SURF-HISTORICALAICTRACE2026V1R0003	SURF-HISTORICALAICTRACE2026V1R0005	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	RIGHTS_PROVENANCE_TEXT_SIMILARITY	frozen canonical sourceNotes exact hash with different governed titles	MECHANICAL_EXACT_HASH_CONTROL	generated/public_surfaces_prefreeze_candidate_v48.json	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	e465b19a64bea06933ffea764a75f634cf6562fa411b5ee55f4ce76162c8e1f3	NLP_TITLE,NLP_SUBJECT|NLP_TITLE,NLP_SUBJECT	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Repeated notes test rights, provenance, and provider-template leakage.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-8FBD37FBD11342029266	SURF-NBPOSTERTRACE2026V1R0109	SURF-NBPOSTERTRACE2026V1R0133	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	0ede3c0456cbb8fb3863ef8b147c08bce03f916ab76d2b62644383214abfaf00	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-911BBA79DBA93621B1F2	SURF-LOCTRACE2026I47E9C00F569AAB	SURF-LOCTRACE2026IE57B6A29A11A56	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	RIGHTS_PROVENANCE_TEXT_SIMILARITY	frozen canonical sourceNotes exact hash with different governed titles	MECHANICAL_EXACT_HASH_CONTROL	generated/public_surfaces_prefreeze_candidate_v48.json	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	c8878a3dcb1098e47ab3782740127d0e12dd906b8e893ab90f11f51ea8401cbd	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Repeated notes test rights, provenance, and provider-template leakage.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-91C80D5D9587FE36B10A	SURF-LOCTRACE2026I36416060323B74	SURF-LOCTRACE2026R00362	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	d84d8a2648269109b2fd85836c412600125e9806dcd0176532ef2f39c52ecf27	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-91DF0932F1F114C3FA90	SURF-CHWCONTEMP2026V1R0059	SURF-CHWCONTEMP2026V1R0060	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	6ed6f6c5ad50b1e4aef66596043cb7fa9d56c6a36005a0eb5b1159c0276886f6	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-940A55381B7A00998B31	SURF-LOCTRACE2026I35A8BB0E313315	SURF-LOCTRACE2026I637BDCBBA79CBE	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	b76ba636b179841a5ed265e7d2846c4664222e14d707389fa28e474125c5f32b	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-947E009876A714BF3E40	SURF-MODERNAPITRACE2026R0238	SURF-MODERNAPITRACE2026R0239	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	41bd4206d7bbe1db1fcfdfc43a64a7c60aa8e6ebce4e46dcf0efd9267a8c0ad0	NLP_TITLE,NLP_SUBJECT|NLP_TITLE,NLP_SUBJECT	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-94D9E5F759E41508003D	SURF-YALEPRODUCTTRACE2026V3R0046	SURF-YALEPRODUCTTRACE2026V3R0047	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	92eda86c4017a7c11f2b56dff01101b4e92f0be3b27c7fa1e8806318316d3f0e	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-964356F6133148DB58BF	SURF-LOCTRACE2026I112225FB5B6ACD	SURF-LOCTRACE2026I4B6167C70DB06A	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	046be8f670e57e6ae99347aac92aa4d42b5a7adc6bd11d245f7a25e5938523e0	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-9721E4F911E6CE608F40	SURF-HISTORICALAICTRACE2026V1R0086	SURF-NBPOSTERTRACE2026V1R0176	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	DATE_ONLY_MATCH	governed Spacetime sourceDisplay equality with different source and title	MECHANICAL_METADATA_CONTROL	frontend/generated/trace-spacetime-v1/record-index.json	0f4720672f1e906301e3966dc3970737e3a1e459b27317b47018a2e6445c3dec	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	df62183f464944b3a310c90a6ae5cf629e76d2459c6e699e070b86472a2f4bec	NLP_TITLE,NLP_SUBJECT|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	DIFFERENT		DIAGNOSTIC_NEGATIVE_CONTROL	false	Matching recorded date alone must not become semantic affinity.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-97A063248CD1B67A3258	SURF-MODERNAPITRACE2026R0237	SURF-MODERNAPITRACE2026R0246	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	RIGHTS_PROVENANCE_TEXT_SIMILARITY	frozen canonical sourceNotes exact hash with different governed titles	MECHANICAL_EXACT_HASH_CONTROL	generated/public_surfaces_prefreeze_candidate_v48.json	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	985a57e2fb1e6bb0e8637db6d837c31dc5e674a0e4b9705dd27332f55126cec2	NLP_TITLE,NLP_SUBJECT|NLP_TITLE,NLP_SUBJECT	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Repeated notes test rights, provenance, and provider-template leakage.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-98CC0AC9336E77F5B18B	SURF-NBPOSTERTRACE2026V1R0091	SURF-VAM20K-00043	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	DATE_ONLY_MATCH	governed Spacetime sourceDisplay equality with different source and title	MECHANICAL_METADATA_CONTROL	frontend/generated/trace-spacetime-v1/record-index.json	0f4720672f1e906301e3966dc3970737e3a1e459b27317b47018a2e6445c3dec	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	5c3c5fbcb4c7e452c1feaa21a70b7c7f709118c51b389fff5a01e09ec75a63bd	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	DIFFERENT		DIAGNOSTIC_NEGATIVE_CONTROL	false	Matching recorded date alone must not become semantic affinity.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-9910AE3E0A185251C5C2	SURF-VAM20K-01874	SURF-VAMYEARTRACEV2R0053	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	SAME_TITLE_DIFFERENT_ID	governed Context title exact-normalized equality plus distinct ledger identities	MECHANICAL_EXACT_TEXT_AND_IDENTITY	frontend/generated/trace-context-v1/records.json	c767b9661e4cb417cfaae3948d7ed2b974fc88e1dcc9a3686eae90ae8610a9e7	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	5c908f963dbea59df53a8b4fb7d30c9b769fe20f1c182a2498bf71ed72255d02	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	SAME		DIAGNOSTIC_NEGATIVE_CONTROL	false	Exact same title across distinct public objects tests identity collapse.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
NLP-PAIR-9995A87B31A2CDD5B4CB	SURF-AICTRACEV47R0002	SURF-ER1830R060	NLP_TASK_E_SOURCE_LEAKAGE	DIAGNOSTIC_NEGATIVE_CONTROL	DATE_ONLY_MATCH	governed Spacetime sourceDisplay equality with different source and title	MECHANICAL_METADATA_CONTROL	frontend/generated/trace-spacetime-v1/record-index.json	0f4720672f1e906301e3966dc3970737e3a1e459b27317b47018a2e6445c3dec	docs/audits/v49-phase2b-migration/18_SURFACE_ROW_LEDGER.tsv	48f98f68ca2ec0cef96c82ecc9c01e4129eb9a3f91e08b07ad9a59644a9d4e01	467fd1b3770387f8861ff150e262110ee0feb862a5fbb3b5dcb94f813406f312	NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE|NLP_TITLE,NLP_SUBJECT,NLP_SOURCE_NARRATIVE	Latin	DIFFERENT		DIAGNOSTIC_NEGATIVE_CONTROL	false	Matching recorded date alone must not become semantic affinity.	Diagnostic control only; it is not a historical non-relation, semantic non-relation, probability, or evidence of influence.
