grant_key	principal	principal_kind	record_kind	object_kind	object_schema	object_identity	privilege_or_attribute	expected_effective	actual_effective	actual_direct	grantor	is_grantable	effective_via	default_acl_owner	default_acl_schema	test_id	replay_match	status
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_bridge_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_bridge_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_bridge_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_bridge_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_bridge_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_bridge_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_bridge_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_bridge_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_bridge_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_bridge_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_bridge_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_bridge_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_bridge_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_bridge_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_policy_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_policy_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_policy_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_policy_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_policy_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_policy_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_policy_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_policy_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_policy_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_policy_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_policy_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_policy_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_policy_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_policy_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_rights_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_rights_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_rights_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_rights_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_rights_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_rights_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_rights_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_rights_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_rights_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_rights_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_rights_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_rights_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_rights_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_rights_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_delivery_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_delivery_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_entry|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_entry	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_entry|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_entry	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_entry|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_entry	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_entry|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_entry	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_entry|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_entry	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_entry|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_entry	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_entry|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_entry	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_legacy_disposition_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_legacy_disposition_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_legacy_disposition_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_legacy_disposition_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_legacy_disposition_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_legacy_disposition_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_legacy_disposition_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_legacy_disposition_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_legacy_disposition_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_legacy_disposition_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_legacy_disposition_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_legacy_disposition_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_legacy_disposition_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_legacy_disposition_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_manifest|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_manifest	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_manifest|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_manifest	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_manifest|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_manifest	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_manifest|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_manifest	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_manifest|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_manifest	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_manifest|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_manifest	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_manifest|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_manifest	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_version_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_version_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_version_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_version_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_version_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_version_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_version_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_version_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_version_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_version_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_version_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_version_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_evaluation_version_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_evaluation_version_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_input|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_input	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_input|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_input	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_input|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_input	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_input|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_input	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_input|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_input	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_input|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_input	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_input|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_input	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_version_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_version_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_version_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_version_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_version_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_version_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_version_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_version_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_version_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_version_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_version_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_version_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_policy_version_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_policy_version_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_object_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_object_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_object_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_object_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_object_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_object_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_object_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_object_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
