cluster_key,priority_rank,packet_layer,recommended_first_action,blocking_issue,safe_for_sandbox_packet_trial,packet_scale,packet_readiness,packet_confidence,packet_relation_lane,region,theme,source_family,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,anchor_candidate_count,sub_candidate_count,card_candidate_count,appendix_candidate_count,text_deficit_count,minimum_text_pages,editorial_page_requirement,cover_main_requirement,normal_main_policy,folder_directory_mode,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,low,macro_cluster_needs_split,Global / transnational,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,global_host_requires_scope_review,673,673,42,355,250,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Kazakhstan|Corporate identity and design systems|Wikimedia Commons|2020-2024,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kazakhstan,Corporate identity and design systems,Wikimedia Commons,2020-2024,2023-2023,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kazakhstan|Modern typography and layout|Wikimedia Commons|1960-1964,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kazakhstan,Modern typography and layout,Wikimedia Commons,1960-1964,1964-1964,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kazakhstan|Modern typography and layout|Wikimedia Commons|1965-1969,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kazakhstan,Modern typography and layout,Wikimedia Commons,1965-1969,1968-1968,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kazakhstan|Modern typography and layout|Wikimedia Commons|1975-1979,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kazakhstan,Modern typography and layout,Wikimedia Commons,1975-1979,1976-1976,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kazakhstan|Modern typography and layout|Wikimedia Commons|2020-2024,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kazakhstan,Modern typography and layout,Wikimedia Commons,2020-2024,2024-2024,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kazakhstan|World War and public-information graphics|Wikimedia Commons|1990-1994,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kazakhstan,World War and public-information graphics,Wikimedia Commons,1990-1994,1992-1992,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kenya|Modern typography and layout|Wikimedia Commons|1885-1889,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Kenya,Modern typography and layout,Wikimedia Commons,1885-1889,1889-1889,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Kenya|Modern typography and layout|Wikimedia Commons|1905-1909,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kenya,Modern typography and layout,Wikimedia Commons,1905-1909,1909-1909,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kenya|Modern typography and layout|Wikimedia Commons|1920-1924,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Kenya,Modern typography and layout,Wikimedia Commons,1920-1924,1922-1922,region_specific_or_not_global,2,1,0,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kenya|Modern typography and layout|Wikimedia Commons|1950-1954,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Kenya,Modern typography and layout,Wikimedia Commons,1950-1954,1952-1952,region_specific_or_not_global,2,1,0,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kenya|Modern typography and layout|Wikimedia Commons|1955-1959,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kenya,Modern typography and layout,Wikimedia Commons,1955-1959,1956-1956,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kenya|World War and public-information graphics|Wikimedia Commons|1965-1969,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kenya,World War and public-information graphics,Wikimedia Commons,1965-1969,1966-1966,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kiribati|Modern typography and layout|Wikimedia Commons|1995-1999,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kiribati,Modern typography and layout,Wikimedia Commons,1995-1999,1998-1998,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kiribati|Modern typography and layout|Wikimedia Commons|2000-2004,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Kiribati,Modern typography and layout,Wikimedia Commons,2000-2004,2000-2000,region_specific_or_not_global,2,1,0,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Korean Peninsula|Corporate identity and design systems|Wikimedia Commons|2015-2019,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Korean Peninsula,Corporate identity and design systems,Wikimedia Commons,2015-2019,2019-2019,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Korean Peninsula|Modern typography and layout|Wikimedia Commons|1930-1934,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Korean Peninsula,Modern typography and layout,Wikimedia Commons,1930-1934,1930-1930,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Korean Peninsula|Modern typography and layout|Wikimedia Commons|1965-1969,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Korean Peninsula,Modern typography and layout,Wikimedia Commons,1965-1969,1968-1968,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Korean Peninsula|Modern typography and layout|Wikimedia Commons|1970-1974,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Korean Peninsula,Modern typography and layout,Wikimedia Commons,1970-1974,1974-1974,region_specific_or_not_global,2,1,0,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Korean Peninsula|Travel and transport poster culture|Wikimedia Commons|1910-1914,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Korean Peninsula,Travel and transport poster culture,Wikimedia Commons,1910-1914,1910-1910,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Korean Peninsula|Travel and transport poster culture|Wikimedia Commons|1980-1984,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Korean Peninsula,Travel and transport poster culture,Wikimedia Commons,1980-1984,1982-1982,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Korean Peninsula|World War and public-information graphics|Wikimedia Commons|1920-1924,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Korean Peninsula,World War and public-information graphics,Wikimedia Commons,1920-1924,1922-1922,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Kyrgyzstan|Modern typography and layout|Wikimedia Commons|1860-1864,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kyrgyzstan,Modern typography and layout,Wikimedia Commons,1860-1864,1864-1864,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kyrgyzstan|Modern typography and layout|Wikimedia Commons|1960-1964,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kyrgyzstan,Modern typography and layout,Wikimedia Commons,1960-1964,1964-1964,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kyrgyzstan|Modern typography and layout|Wikimedia Commons|1975-1979,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kyrgyzstan,Modern typography and layout,Wikimedia Commons,1975-1979,1976-1976,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kyrgyzstan|Travel and transport poster culture|Wikimedia Commons|1990-1994,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kyrgyzstan,Travel and transport poster culture,Wikimedia Commons,1990-1994,1991-1991,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Kyrgyzstan|World War and public-information graphics|Wikimedia Commons|1985-1989,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Kyrgyzstan,World War and public-information graphics,Wikimedia Commons,1985-1989,1988-1988,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Laos|Modern typography and layout|Wikimedia Commons|1885-1889,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Laos,Modern typography and layout,Wikimedia Commons,1885-1889,1885-1885,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Corporate identity and design systems|Wikimedia Commons|1970-1974,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Latin America,Corporate identity and design systems,Wikimedia Commons,1970-1974,1971-1971,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Latin America|Modern typography and layout|Wikimedia Commons|1885-1889,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Latin America,Modern typography and layout,Wikimedia Commons,1885-1889,1889-1889,region_specific_or_not_global,3,1,0,1,0,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Modern typography and layout|Wikimedia Commons|1910-1914,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Latin America,Modern typography and layout,Wikimedia Commons,1910-1914,1914-1914,region_specific_or_not_global,4,1,0,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Modern typography and layout|Wikimedia Commons|1935-1939,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Latin America,Modern typography and layout,Wikimedia Commons,1935-1939,1936-1936,region_specific_or_not_global,3,1,0,1,0,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Modern typography and layout|Wikimedia Commons|1990-1994,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latin America,Modern typography and layout,Wikimedia Commons,1990-1994,1992-1992,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Modern typography and layout|Wikimedia Commons|1995-1999,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latin America,Modern typography and layout,Wikimedia Commons,1995-1999,1996-1996,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Travel and transport poster culture|Wikimedia Commons|1910-1914,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latin America,Travel and transport poster culture,Wikimedia Commons,1910-1914,1910-1910,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Travel and transport poster culture|Wikimedia Commons|1945-1949,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latin America,Travel and transport poster culture,Wikimedia Commons,1945-1949,1945-1945,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Travel and transport poster culture|Wikimedia Commons|1950-1954,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latin America,Travel and transport poster culture,Wikimedia Commons,1950-1954,1951-1951,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Travel and transport poster culture|Wikimedia Commons|1990-1994,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latin America,Travel and transport poster culture,Wikimedia Commons,1990-1994,1992-1992,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|World War and public-information graphics|Wikimedia Commons|1900-1904,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latin America,World War and public-information graphics,Wikimedia Commons,1900-1904,1903-1903,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|World War and public-information graphics|Wikimedia Commons|1905-1909,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latin America,World War and public-information graphics,Wikimedia Commons,1905-1909,1905-1905,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|World War and public-information graphics|Wikimedia Commons|1965-1969,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latin America,World War and public-information graphics,Wikimedia Commons,1965-1969,1967-1967,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latvia|Modern typography and layout|Wikimedia Commons|1860-1864,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latvia,Modern typography and layout,Wikimedia Commons,1860-1864,1863-1863,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latvia|Modern typography and layout|Wikimedia Commons|1920-1924,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latvia,Modern typography and layout,Wikimedia Commons,1920-1924,1920-1920,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latvia|Modern typography and layout|Wikimedia Commons|1925-1929,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latvia,Modern typography and layout,Wikimedia Commons,1925-1929,1927-1927,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latvia|Modern typography and layout|Wikimedia Commons|1950-1954,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latvia,Modern typography and layout,Wikimedia Commons,1950-1954,1950-1950,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latvia|Modern typography and layout|Wikimedia Commons|1965-1969,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latvia,Modern typography and layout,Wikimedia Commons,1965-1969,1965-1965,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latvia|Modern typography and layout|Wikimedia Commons|1985-1989,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latvia,Modern typography and layout,Wikimedia Commons,1985-1989,1989-1989,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latvia|Travel and transport poster culture|Wikimedia Commons|1990-1994,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latvia,Travel and transport poster culture,Wikimedia Commons,1990-1994,1991-1991,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latvia|World War and public-information graphics|Wikimedia Commons|1915-1919,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Latvia,World War and public-information graphics,Wikimedia Commons,1915-1919,1919-1919,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
