vocabulary_candidate_id	vocabulary_id	canonical_label	normalized_label	disposition	status	merge_target_label	merge_target_vocabulary_id	category_ids_json	category_binding_refs_json	bounded_sense	scope_note	ambiguity_note	source_attestations_json	academic_support_json	decision_reason	decision_refs_json	provenance_rounds_json	governed_source_paths_json	universe_hash
R16A-VOCAB-CAND:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	piracy	piracy	ACTIVE	ACTIVE_USER_VISIBLE			"[""medium""]"	"[""R16-COMP-MEDIUM-02""]"	In design-history scholarship, piracy is used to describe unauthorized copying of designs within historically specific legal, commercial, and moral frameworks.	In scope: unauthorized copying under historical norms. Out of scope: maritime piracy or every instance of imitation.	Do not expand beyond the governed scope-out. Confusable terms: imitation; appropriation; plagiarism.	"[""R14-EVID-017-01"",""R14-EVID-017-02"",""R14-EVID-017-03""]"	"[""COMP-SRC-006"",""COMP-SRC-007"",""COMP-SRC-008""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:1bfd1556b98d836dc4c62ab7d342694bd37c23db9c7b29dbc1297c7ef14c4a88		power relations	power relations	REJECTED	GOVERNED_REJECTED			[]	[]				[]	[]	Round 9 REJECT_GENERIC_NON_DESIGN_HISTORY_TERM: The phrase is relational but remains generic social-science vocabulary rather than a stable design-history construct.	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0028""]"	"[""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	production	production	ACTIVE	ACTIVE_USER_VISIBLE			"[""theme""]"	"[""R16-COMP-THEME-02""]"	In governed Round 14 design-history evidence, production is used on this bounded basis: Independent design-history sources explicitly place mediating channels or devices in production contexts.; The sources explicitly frame designed channels and devices between production and consumption.. Mediation is contextual, not a causal arrow from production.; Spatial association does not assert a single linear market mechanism.	Mediation is contextual, not a causal arrow from production. Spatial association does not assert a single linear market mechanism.	Mediation is contextual, not a causal arrow from production. Spatial association does not assert a single linear market mechanism.	"[""R14-EVID-002-01"",""R14-EVID-002-03"",""R14-EVID-004-01"",""R14-EVID-004-02"",""R14-EVID-004-03""]"	"[""COMP-SRC-009"",""COMP-SRC-010""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	production site	production site	ACTIVE	ACTIVE_USER_VISIBLE			"[""region""]"	"[""R16-COMP-REGION-02""]"	In governed Round 14 design-history evidence, production site is used on this bounded basis: The bounded source-level account supplies a contextual bridge between displacement and production site.; The study explicitly describes production sites as part of the material chain.. Association is inferred within the source's explicit chain, not elevated to a universal relation.; One bounded study and source family; confidence is moderate.	Association is inferred within the source's explicit chain, not elevated to a universal relation. One bounded study and source family; confidence is moderate.	Association is inferred within the source's explicit chain, not elevated to a universal relation. One bounded study and source family; confidence is moderate.	"[""COMP-EVID-021""]"	"[""COMP-SRC-020""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	professionalization	professionalization	ACTIVE	ACTIVE_USER_VISIBLE			"[""movement""]"	"[""R16-COMP-MOVEMENT-02""]"	In design-history scholarship, professionalization is used to describe practices acquiring professional status through education, associations, standards, and recognition.	In scope: status formation through professional structures. Out of scope: a claim that status change is uniform or complete.	Do not expand beyond the governed scope-out. Confusable terms: institutionalization; canonization.	"[""R14-EVID-001-01""]"	"[""COMP-SRC-001"",""COMP-SRC-002""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	propaganda	propaganda	ACTIVE	ACTIVE_USER_VISIBLE			"[""theme""]"	"[""R16-COMP-THEME-01""]"	In governed Round 14 design-history evidence, propaganda is used on this bounded basis: Independent exposition histories directly discuss propagandistic functions of designed exhibitions.; One domain-aligned historical study explicitly treats propaganda and trade within the same designed display program.; The exhibition studies explicitly compare or combine diplomatic and propagandistic functions.. One bounded exposition case; no general identity between propaganda and trade.; The assessment remains case-bounded and does not classify every exhibition as propaganda.; The sources distinguish diplomacy from propaganda rather than equating them.	One bounded exposition case; no general identity between propaganda and trade. The assessment remains case-bounded and does not classify every exhibition as propaganda. The sources distinguish diplomacy from propaganda rather than equating them.	One bounded exposition case; no general identity between propaganda and trade. The assessment remains case-bounded and does not classify every exhibition as propaganda. The sources distinguish diplomacy from propaganda rather than equating them.	"[""R14-EVID-006-03"",""R14-EVID-007-01"",""R14-EVID-008-02""]"	"[""COMP-SRC-023"",""COMP-SRC-024"",""COMP-SRC-025""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	rejection	rejection	ACTIVE	ACTIVE_USER_VISIBLE			"[""region""]"	"[""R16-COMP-REGION-01""]"	In governed Round 14 design-history evidence, rejection is used on this bounded basis: A domain-aligned study explicitly presents adaptation and rejection as situated responses.; The source explicitly situates rejection within a negotiated contact-zone repertoire.. Alternatives within one contact-zone model, not successive stages.; One conceptual source; no claim that rejection always constitutes negotiation.	Alternatives within one contact-zone model, not successive stages. One conceptual source; no claim that rejection always constitutes negotiation.	Alternatives within one contact-zone model, not successive stages. One conceptual source; no claim that rejection always constitutes negotiation.	"[""R14-EVID-014-01"",""R14-EVID-015-01""]"	"[""COMP-SRC-013""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:fe7e513cac7635875ae3790e0902dfef90c64f2ccab85a0ad360df6749d35cd6		relational infrastructure	relational infrastructure	REJECTED	GOVERNED_REJECTED			[]	[]				[]	[]	Round 9 REJECT_ONE_OFF_METAPHOR: The phrase is an author-specific rhetorical formulation with no independent uptake.	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0019""]"	"[""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	self-exoticization	self-exoticization	ACTIVE	ACTIVE_USER_VISIBLE			"[""region"",""theme""]"	"[""ATT-0040"",""ATT-0041"",""REL-CAND-0025#SENSE-A""]"	In design-history scholarship, self-exoticization is used to describe design discourse presenting its own national difference through expectations associated with outsiders.	In scope: reflexive performance of expected difference. Out of scope: all national branding or external exoticization.	Do not expand beyond the governed scope-out. Confusable terms: cultural translation; canonization.	"[""ATT-0040"",""ATT-0041"",""GRAM-ATT-020""]"	"[""GRAM-SRC-019"",""SRC-0033"",""SRC-0037""]"	Round 16A promotes the bounded Round 10 node decision PASS_REFLEXIVE_NODE: The new Korean fashion study explicitly defines the strategy, actor, selected design elements, and anticipated audience while retaining its contested power relation.	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0025#SENSE-A""]"	"[""ROUND10"",""ROUND16A"",""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	supply chain	supply chain	ACTIVE	ACTIVE_USER_VISIBLE			"[""region""]"	"[""R16-COMP-REGION-02""]"	In governed Round 14 design-history evidence, supply chain is used on this bounded basis: The study explicitly describes production sites as part of the material chain.; Two design-history sources explicitly treat material movement through sites and chains.. One bounded study and source family; confidence is moderate.; The association does not reduce all material movement to one supply-chain model.	One bounded study and source family; confidence is moderate. The association does not reduce all material movement to one supply-chain model.	One bounded study and source family; confidence is moderate. The association does not reduce all material movement to one supply-chain model.	"[""COMP-EVID-021""]"	"[""COMP-SRC-019"",""COMP-SRC-020""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:a5b1e3e51373eac16898658a5b4bfaa5f6cc6436ed67230f2023aacb1c05010f		Swiss typography	swiss typography	REJECTED	GOVERNED_REJECTED			[]	[]				[]	[]	Round 14 failed-only calibration control: The evidence provides no contextual bridge.	"[""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json#R14-ASSOC-031""]"	"[""ROUND14""]"	"[""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d	TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d	trade	trade	ACTIVE	ACTIVE_USER_VISIBLE			"[""theme""]"	"[""R16-COMP-THEME-01""]"	In governed Round 14 design-history evidence, trade is used on this bounded basis: A design-history exposition case directly joins diplomatic representation and trade.; One domain-aligned historical study explicitly treats propaganda and trade within the same designed display program.. One bounded exposition case; no general identity between propaganda and trade.; Single-case source support; diplomatic outcome is not asserted.	One bounded exposition case; no general identity between propaganda and trade. Single-case source support; diplomatic outcome is not asserted.	One bounded exposition case; no general identity between propaganda and trade. Single-case source support; diplomatic outcome is not asserted.	"[""R14-EVID-007-01"",""R14-EVID-009-01""]"	"[""COMP-SRC-025""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:da7594dbcc012cdccbbfc976354964addf1b469f8df410910ad30831cc74f66d		transculturation	transculturation	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 10 DEFER_TOO_BROAD: The new architectural case confirms multi-directionality and ongoing interaction, but one role cannot safely cover pedagogy, migration, cultural formation, and knowledge circulation.	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0023#SENSE-A""]"	"[""ROUND10""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:839cd11692e82b35399802778a0d4b08fb21690eb757a7d9e5030d9a2bcc2b97		translation	translation	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 9 DEFER_SEMANTIC_AMBIGUITY: One exact bare noun use cannot establish a stable cultural rather than literal sense.	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0016""]"	"[""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:770b2fbb07d3b356fd0fb3f24d9c1a7cd43ed226fea4e186603fd74ef1c54d86		transnational interactions	transnational interactions	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 10 DEFER_HIGH_CONNECTIVITY: The exact term spans people, organizations, ideas, exchanges, power structures, and reciprocal or asymmetric relations; unconstrained use would connect most nodes.	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0007#SENSE-A""]"	"[""ROUND10""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:9ad21b456963eea82095a43a869b9520e5db80c7761b71728ede9d557f4d93fe		transnationalism	transnationalism	REJECTED	GOVERNED_REJECTED			[]	[]				[]	[]	Round 9 REJECT_NOT_RELATIONAL: Sources present it as a historiographic framework or field label, not a relation.	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0031""]"	"[""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	typography	typography	ACTIVE	ACTIVE_USER_VISIBLE			"[""medium""]"	"[""R16-COMP-MEDIUM-01""]"	In the governed Round 16 sources, typography is bounded as follows: Design-history review of typography research; vocabulary support only.	Design-history review of typography research; vocabulary support only.	Supported by archive/source evidence. Independent scholarly validation pending.	"[""R14-EVID-018-01""]"	"[""R16-SRC-002""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json"",""scripts/trace-v49-exploration-real-database/scholarly-source-additions-v1.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:61c45ac5f14a0c27b4fd723400840c9e359a20902331df3d7f8a16bb4b9b77f4		work migrations	work migrations	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 9 DEFER_TRANSLATION: Published English forms are one translation chain and the original Norwegian term was not exposed.	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0020""]"	"[""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
